housecode,name,line,station,residential,area,type,houseArea,orientation,decoration,floor,buildingTime,buildingType,follow,unitPrice,totalPrice,tags,href
106103705557,2.5环地铁口双公园旁跃层大套三,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,3室1厅 , 107平米 , 北 , 简装 , 高楼层(共6层) , 2004年建 , 板楼,3,10748,115,,https://cd.lianjia.com/ershoufang/106103705557.html
106103776290,绿地世纪城次新小区，双卫，配套成熟，出行方便。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 103平米 , 南 , 简装 , 高楼层(共24层)  ,, 塔楼,0,18447,190,subway:近地铁,https://cd.lianjia.com/ershoufang/106103776290.html
106103804466,此房满两年，精装修。视野宽阔，看露天音乐，楼层好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 53.01平米 , 南 , 简装 , 中楼层(共21层) , 2016年建 , 塔楼,0,15847,84,subway:近地铁,https://cd.lianjia.com/ershoufang/106103804466.html
106103865268,荆竹小区，简装1居室，厨房带阳台，户型通透，低楼层,1号线(科学城-韦家碾),韦家碾站,荆竹小区5号院 ,驷马桥,1室1厅 , 47.5平米 , 东南 , 其他 , 低楼层(共6层) , 2000年建 , 板楼,2,10527,50,subway:近地铁,https://cd.lianjia.com/ershoufang/106103865268.html
106103880031,绿地世纪城带花园套三，对中庭。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 84.18平米 , 东 , 其他 , 低楼层(共20层) , 2016年建 , 塔楼,3,22571,190,subway:近地铁,https://cd.lianjia.com/ershoufang/106103880031.html
106103947984,绿地世纪城三期精装套三带家具家电,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 91平米 , 东南 , 精装 , 中楼层(共24层)  ,, 塔楼,0,17583,160,,https://cd.lianjia.com/ershoufang/106103947984.html
106103963830,沙河凤凰城 套一出售 交通便利,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,1室1厅 , 43.3平米 , 东 , 毛坯 , 中楼层(共7层)  ,, 暂无数据,0,11548,50,,https://cd.lianjia.com/ershoufang/106103963830.html
106103988097,双水康城A区 2室1厅 76万,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,2室1厅 , 76平米 , 东南 , 其他 , 低楼层(共6层) , 2003年建 , 板楼,4,10000,76,,https://cd.lianjia.com/ershoufang/106103988097.html
106104114038,一号线韦家碾处，简装套一，生活成本低,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.71平米 , 南 , 简装 , 高楼层(共6层)  ,, 板楼,0,12973,58,,https://cd.lianjia.com/ershoufang/106104114038.html
106102670486,绿地三期精装套三，采光好对中庭自住装修，保养好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室1厅 , 92平米 , 北 , 精装 , 低楼层(共24层)  ,, 塔楼,2,16848,155,haskey:随时看房,https://cd.lianjia.com/ershoufang/106102670486.html
106102569252,绿地品质 新小区 底楼带花园 稀有户型,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 70平米 , 东南 , 简装 , 低楼层(共21层) , 2016年建 , 塔楼,5,20000,140,subway:近地铁,https://cd.lianjia.com/ershoufang/106102569252.html
106103072501,此房是简装房，视野无遮挡，安静，人车分流，交通..,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 74平米 , 南 , 简装 , 中楼层(共16层) , 2016年建 , 塔楼,0,18919,140,subway:近地铁,https://cd.lianjia.com/ershoufang/106103072501.html
106103659453,沙河凤凰城跃层户型，跃层套三，利用空间大,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,3室2厅 , 110平米 , 东 , 简装 , 高楼层(共7层)  ,, 板楼,2,11819,130,,https://cd.lianjia.com/ershoufang/106103659453.html
